Torneo,Fase y Grupo,Fecha,Estadio/Ciudad,Local,Goles L,Visita,Goles V,Observaciones,Resultado
Japón y Corea del Sur 2002,"Cuartos de Final, partido 1",21 de junio de 2002,"Shizuoka Stadium Ecopa, Shizuoka",Inglaterra,1,Brasil,2,PT 1 a 1.,Visita
Japón y Corea del Sur 2002,"Cuartos de Final, partido 2",21 de junio de 2002,"Munsu Football Stadium, Ulsan",Alemania,1,Estados Unidos,0,PT 1 a 0.,Local
Japón y Corea del Sur 2002,"Cuartos de Final, partido 3",22 de junio de 2002,"Kwangju WC Stadium, Kwangju",España,3,Corea del Sur,5,"PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (3 a 5).",Visita
Japón y Corea del Sur 2002,"Cuartos de Final, partido 4",22 de junio de 2002,"Osaka Nagai Stadium, Osaka",Senegal,0,Turquía,1,"PT 0 a 0, ST 0 a 0. Suplementario.",Visita
Japón y Corea del Sur 2002,Semifinal 1,25 de junio de 2002,"Seúl WC Stadium, Seúl",Alemania,1,Corea del Sur,0,PT 0 a 0.,Local
Japón y Corea del Sur 2002,Semifinal 2,26 de junio de 2002,"Saitama Stadium 2002, Saitama",Brasil,1,Turquía,0,PT 0 a 0.,Local
Japón y Corea del Sur 2002,Tercer y Cuarto Puesto,29 de junio de 2002,"Taegu WC Stadium, Taegu",Corea del Sur,2,Turquía,3,PT 1 a 3.,Visita
Japón y Corea del Sur 2002,Final,30 de junio de 2002,"Estadio Internacional, Yokohama",Alemania,0,Brasil,2,PT 0 a 0.,Visita
"Alemania, 2006","Primera, Grupo A",9 de junio de 2006,"Estadio de la Copa del Mundo, Münich",Alemania,4,Costa Rica,2,PT 2 a 1.,Local
"Alemania, 2006","Primera, Grupo A",9 de junio de 2006,"Estadio de la Copa del Mundo, Gelsenkirchen",Polonia,0,Ecuador,2,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo B",10 de junio de 2006,"Estadio de la Copa del Mundo, Frankfurt",Inglaterra,1,Paraguay,0,PT 1 a 0.,Local
"Alemania, 2006","Primera, Grupo B",10 de junio de 2006,"Estadio de la Copa del Mundo, Dortmund",Trinidad y Tobago,0,Suecia,0,PT 0 a 0.,Empate
"Alemania, 2006","Primera, Grupo C",10 de junio de 2006,"Estadio de la Copa del Mundo, Hamburgo",Argentina,2,Costa de Marfil,1,PT 2 a 0.,Local
"Alemania, 2006","Primera, Grupo C",11 de junio de 2006,"Zentralstadion, Leipzig",Serbia y Montenegro,0,Países Bajos ,1,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo D",11 de junio de 2006,"Franken Stadion, Nüremberg",México,3,Irán,1,PT 1 a 1.,Local
"Alemania, 2006","Primera, Grupo D",11 de junio de 2006,"Estadio de la Copa del Mundo, Colonia",Angola,0,Portugal,1,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo E",12 de junio de 2006,"Estadio de la Copa del Mundo, Hanover",Italia,2,Ghana,0,PT 1 a 0.,Local
"Alemania, 2006","Primera, Grupo E",12 de junio de 2006,"Estadio de la Copa del Mundo, Gelsenkirchen",Estados Unidos,0,República Checa,3,PT 0 a 2.,Visita
"Alemania, 2006","Primera, Grupo F",12 de junio de 2006,"Fritz-Walter Stadion, Kaiserlautern",Australia,3,Japón,1,PT 0 a 1.,Local
"Alemania, 2006","Primera, Grupo F",13 de junio de 2006,"Olympiastadion, Berlín",Brasil,1,Croacia,0,PT 1 a 0.,Local
"Alemania, 2006","Primera, Grupo G",13 de junio de 2006,"Estadio de la Copa del Mundo, Frankfurt",Corea del Sur,2,Togo,1,PT 0 a 1.,Local
"Alemania, 2006","Primera, Grupo G",13 de junio de 2006,"Gottlieb Daimler Stadion, Stuttgart",Francia,0,Suiza,0,PT 0 a 0.,Empate
"Alemania, 2006","Primera, Grupo A",14 de junio de 2006,"Estadio de la Copa del Mundo, Dortmund",Alemania,1,Polonia,0,PT 0 a 0.,Local
"Alemania, 2006","Primera, Grupo H",14 de junio de 2006,"Zentralstadion, Leipzig",España,4,Ucrania,0,PT 2 a 0.,Local
"Alemania, 2006","Primera, Grupo H",14 de junio de 2006,"Estadio de la Copa del Mundo, Münich",Túnez,2,Arabia Saudita,2,PT 1 a 0.,Empate
"Alemania, 2006","Primera, Grupo A",15 de junio de 2006,"Estadio de la Copa del Mundo, Hamburgo",Ecuador,3,Costa Rica,0,PT 1 a 0.,Local
"Alemania, 2006","Primera, Grupo B",15 de junio de 2006,"Franken Stadion, Nüremberg",Inglaterra,2,Trinidad y Tobago,0,PT 0 a 0.,Local
"Alemania, 2006","Primera, Grupo B",15 de junio de 2006,"Olympiastadion, Berlín",Suecia,1,Paraguay,0,PT 0 a 0.,Local
"Alemania, 2006","Primera, Grupo C",16 de junio de 2006,"Estadio de la Copa del Mundo, Gelsenkirchen",Argentina,6,Serbia y Montenegro,0,PT 3 a 0.,Local
"Alemania, 2006","Primera, Grupo C",16 de junio de 2006,"Gottlieb Daimler Stadion, Stuttgart",Países Bajos,2,Costa de Marfil,1,PT 2 a 1.,Local
"Alemania, 2006","Primera, Grupo D",16 de junio de 2006,"Estadio de la Copa del Mundo, Hanover",México,0,Angola,0,PT 0 a 0.,Empate
"Alemania, 2006","Primera, Grupo D",17 de junio de 2006,"Estadio de la Copa del Mundo, Frankfurt",Portugal,2,Irán,0,PT 0 a 0.,Local
"Alemania, 2006","Primera, Grupo E",17 de junio de 2006,"Fritz-Walter Stadion, Kaiserlautern",Italia,1,Estados Unidos,1,PT 1 a 1.,Empate
"Alemania, 2006","Primera, Grupo E",17 de junio de 2006,"Estadio de la Copa del Mundo, Colonia",República Checa,0,Ghana,2,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo F",18 de junio de 2006,"Estadio de la Copa del Mundo, Münich",Brasil,2,Australia,0,PT 0 a 0.,Local
"Alemania, 2006","Primera, Grupo F",18 de junio de 2006,"Franken Stadion, Nüremberg",Japón,0,Croacia,0,PT 0 a 0.,Empate
"Alemania, 2006","Primera, Grupo G",18 de junio de 2006,"Zentralstadion, Leipzig",Francia,1,Corea del Sur,1,PT 1 a 0.,Empate
"Alemania, 2006","Primera, Grupo G",19 de junio de 2006,"Estadio de la Copa del Mundo, Dortmund",Togo,0,Suiza,2,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo H",19 de junio de 2006,"Gottlieb Daimler Stadion, Stuttgart",España,3,Túnez,1,PT 0 a 1.,Local
"Alemania, 2006","Primera, Grupo H",19 de junio de 2006,"Estadio de la Copa del Mundo, Hamburgo",Arabia Saudita,0,Ucrania,4,PT 0 a 2.,Visita
"Alemania, 2006","Primera, Grupo A",20 de junio de 2006,"Olympiastadion, Berlín",Ecuador,0,Alemania,3,PT 0 a 2.,Visita
"Alemania, 2006","Primera, Grupo A",20 de junio de 2006,"Estadio de la Copa del Mundo, Hanover",Costa Rica,1,Polonia,2,PT 1 a 1.,Visita
"Alemania, 2006","Primera, Grupo B",20 de junio de 2006,"Estadio de la Copa del Mundo, Colonia",Suecia,2,Inglaterra,2,PT 0 a 1.,Empate
"Alemania, 2006","Primera, Grupo B",20 de junio de 2006,"Fritz-Walter Stadion, Kaiserlautern",Paraguay,2,Trinidad y Tobago,0,PT 1 a 0.,Local
"Alemania, 2006","Primera, Grupo C",21 de junio de 2006,"Estadio de la Copa del Mundo, Frankfurt",Países Bajos,0,Argentina,0,PT 0 a 0.,Empate
"Alemania, 2006","Primera, Grupo C",21 de junio de 2006,"Estadio de la Copa del Mundo, Münich",Costa de Marfil,3,Serbia y Montenegro,2,PT 1 a 2.,Local
"Alemania, 2006","Primera, Grupo D",21 de junio de 2006,"Estadio de la Copa del Mundo, Gelsenkirchen",Portugal,2,México,1,PT 2 a 1.,Local
"Alemania, 2006","Primera, Grupo D",21 de junio de 2006,"Zentralstadion, Leipzig",Irán,1,Angola,1,PT 0 a 0.,Empate
"Alemania, 2006","Primera, Grupo E",22 de junio de 2006,"Estadio de la Copa del Mundo, Hamburgo",República Checa,0,Italia,2,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo E",22 de junio de 2006,"Franken Stadion, Nüremberg",Ghana,2,Estados Unidos,1,PT 2 a 1.,Local
"Alemania, 2006","Primera, Grupo F",22 de junio de 2006,"Gottlieb Daimler Stadion, Stuttgart",Croacia,2,Australia,2,PT 1 a 1.,Empate
"Alemania, 2006","Primera, Grupo F",22 de junio de 2006,"Estadio de la Copa del Mundo, Dortmund",Japón,1,Brasil,4,PT 1 a 1.,Visita
"Alemania, 2006","Primera, Grupo G",23 de junio de 2006,"Estadio de la Copa del Mundo, Colonia",Togo,0,Francia,2,PT 0 a 0.,Visita
"Alemania, 2006","Primera, Grupo G",23 de junio de 2006,"Estadio de la Copa del Mundo, Hanover",Suiza,2,Corea del Sur,0,PT 1 a 0.,Local
"Alemania, 2006","Primera, Grupo H",23 de junio de 2006,"Fritz-Walter Stadion, Kaiserlautern",Arabia Saudita,0,España,1,PT 0 a 1.,Visita
"Alemania, 2006","Primera, Grupo H",23 de junio de 2006,"Olympiastadion, Berlín",Ucrania,1,Túnez,0,PT 0 a 0.,Local
"Alemania, 2006","Octavos de Final, partido 1",24 de junio de 2006,"Estadio de la Copa del Mundo, Münich",Alemania,2,Suecia,0,PT 2 a 0.,Local
"Alemania, 2006","Octavos de Final, partido 2",24 de junio de 2006,"Zentralstadion, Leipzig",Argentina,2,México,1,"PT 1 a 1, ST 1 a 1. Suplementario 2 a 1.",Local
"Alemania, 2006","Octavos de Final, partido 3",25 de junio de 2006,"Gottlieb Daimler Stadion, Stuttgart",Inglaterra,1,Ecuador,0,PT 0 a 0.,Local
"Alemania, 2006","Octavos de Final, partido 4",25 de junio de 2006,"Franken Stadion, Nüremberg",Portugal,1,Países Bajos ,0,PT 1 a 0.,Local
"Alemania, 2006","Octavos de Final, partido 5",26 de junio de 2006,"Fritz-Walter Stadion, Kaiserlautern",Italia,1,Australia,0,PT 0 a 0.,Local
"Alemania, 2006","Octavos de Final, partido 6",26 de junio de 2006,"Estadio de la Copa del Mundo, Colonia",Suiza,0,Ucrania,3,"PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (0 a 3).",Visita
"Alemania, 2006","Octavos de Final, partido 7",27 de junio de 2006,"Estadio de la Copa del Mundo, Dortmund",Brasil,3,Ghana,0,PT 0 a 0.,Local
"Alemania, 2006","Octavos de Final, partido 8",27 de junio de 2006,"Estadio de la Copa del Mundo, Hanover",España,1,Francia,3,PT 1 a 1.,Visita
"Alemania, 2006","Cuartos de Final, partido 1",30 de junio de 2006,"Olympiastadion, Berlín",Alemania,5,Argentina,3,"PT 0 a 0, ST 1 a 1, Suplementario 1 a 1. Penales (4 a 2).",Local
"Alemania, 2006","Cuartos de Final, partido 2",30 de junio de 2006,"Estadio de la Copa del Mundo, Hamburgo",Italia,3,Ucrania,0,PT 1 a 0.,Local
"Alemania, 2006","Cuartos de Final, partido 3",1 de julio de 2006,"Estadio de la Copa del Mundo, Gelsenkirchen",Inglaterra,1,Portugal,3,"PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (1 a 3).",Visita
"Alemania, 2006","Cuartos de Final, partido 4",1 de julio de 2006,"Estadio de la Copa del Mundo, Frankfurt",Brasil,0,Francia,1,PT 0 a 0.,Visita
"Alemania, 2006",Semifinal 1,4 de julio de 2006,"Estadio de la Copa del Mundo, Dortmund",Alemania,0,Italia,2,"PT 0 a 0, ST, 0 a 0. Suplementario.",Visita
"Alemania, 2006",Semifinal 2,5 de julio de 2006,"Estadio de la Copa del Mundo, Münich",Portugal,0,Francia,1,PT 0 a 1.,Visita
"Alemania, 2006",Tercer y Cuarto Puesto,8 de julio de 2006,"Gottlieb Daimler Stadion, Stuttgart",Alemania,3,Portugal,1,PT 0 a 0.,Local
"Alemania, 2006",Final,9 de julio de 2006,"Olympiastadion, Berlín",Italia,6,Francia,4,"PT 1 a 1, ST 1 a 1. Suplementario 1 a 1. Penales (5 a 3).",Local
"Sudáfrica, 2010","Primera, Grupo A",11 de junio de 2010,"Soccer City Stadium, Johannesburgo",Sudáfrica,1,México,1,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo A",11 de junio de 2010,"Green Point Stadium, Ciudad del Cabo",Uruguay,0,Francia,0,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo B",12 de junio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Corea del Sur,2,Grecia,0,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo B",12 de junio de 2010,"Ellis Park, Johannesburgo",Argentina,1,Nigeria,0,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo C",12 de junio de 2010,"Royal Bakofeng Stadium, Rustenburg",Inglaterra,1,Estados Unidos,1,PT 1 a 1.,Empate
"Sudáfrica, 2010","Primera, Grupo C",13 de junio de 2010,"Peter Mokaba Stadium, Polokwane",Argelia,0,Eslovenia,1,PT 0 a 0.,Visita
"Sudáfrica, 2010","Primera, Grupo D",13 de junio de 2010,"Loftus Verfeld Stadium, Pretoria",Serbia,0,Ghana,1,PT 0 a 0.,Visita
"Sudáfrica, 2010","Primera, Grupo D",13 de junio de 2010,"Moses Mabhida Stadium, Durban",Alemania,4,Australia,0,PT 2 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo E",14 de junio de 2010,"Soccer City Stadium, Johannesburgo",Países Bajos,2,Dinamarca,0,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo E",14 de junio de 2010,"Free State Stadium, Bloemfontein",Japón,1,Camerún,0,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo F",14 de junio de 2010,"Green Point Stadium, Ciudad del Cabo",Italia,1,Paraguay,1,PT 0 a 1.,Empate
"Sudáfrica, 2010","Primera, Grupo F",15 de junio de 2010,"Royal Bakofeng Stadium, Rustenburg",Nueva Zelandia,1,Eslovaquia,1,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo G",15 de junio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Costa de Marfil,0,Portugal,0,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo G",15 de junio de 2010,"Ellis Park, Johannesburgo",Brasil,2,Corea del Norte,1,PT 0 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo H",16 de junio de 2010,"Mbombela Stadium, Nelspruit",Honduras,0,Chile,1,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo H",16 de junio de 2010,"Moses Mabhida Stadium, Durban",España,0,Suiza,1,PT 0 a 0.,Visita
"Sudáfrica, 2010","Primera, Grupo A",16 de junio de 2010,"Loftus Verfeld Stadium, Pretoria",Sudáfrica,0,Uruguay,3,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo B",17 de junio de 2010,"Soccer City Stadium, Johannesburgo",Argentina,4,Corea del Sur,1,PT 2 a 1.,Local
"Sudáfrica, 2010","Primera, Grupo B",17 de junio de 2010,"Free State Stadium, Bloemfontein",Grecia,2,Nigeria,1,PT 1 a 1.,Local
"Sudáfrica, 2010","Primera, Grupo A",17 de junio de 2010,"Peter Mokaba Stadium, Polokwane",Francia,0,México,2,PT 0 a 0.,Visita
"Sudáfrica, 2010","Primera, Grupo D",18 de junio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Alemania,0,Serbia,1,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo C",18 de junio de 2010,"Ellis Park, Johannesburgo",Eslovenia,2,Estados Unidos,2,PT 2 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo C",18 de junio de 2010,"Green Point Stadium, Ciudad del Cabo",Inglaterra,0,Argelia,0,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo E",19 de junio de 2010,"Moses Mabhida Stadium, Durban",Países Bajos,1,Japón,0,PT 0 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo D",19 de junio de 2010,"Royal Bakofeng Stadium, Rustenburg",Ghana,1,Australia,1,PT 1 a 1.,Empate
"Sudáfrica, 2010","Primera, Grupo E",19 de junio de 2010,"Loftus Verfeld Stadium, Pretoria",Camerún,1,Dinamarca,2,PT 1 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo F",20 de junio de 2010,"Free State Stadium, Bloemfontein",Eslovaquia,0,Paraguay,2,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo F",20 de junio de 2010,"Mbombela Stadium, Nelspruit",Italia,1,Nueva Zelandia,1,PT 1 a 1.,Empate
"Sudáfrica, 2010","Primera, Grupo G",20 de junio de 2010,"Soccer City Stadium, Johannesburgo",Brasil,3,Costa de Marfil,1,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo G",21 de junio de 2010,"Green Point Stadium, Ciudad del Cabo",Portugal,7,Corea del Norte,0,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo H",21 de junio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Chile,1,Suiza,0,PT 0 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo H",21 de junio de 2010,"Ellis Park, Johannesburgo",España,2,Honduras,0,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo A",22 de junio de 2010,"Royal Bakofeng Stadium, Rustenburg",México,0,Uruguay,1,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo A",22 de junio de 2010,"Free State Stadium, Bloemfontein",Francia,1,Sudáfrica,2,PT 0 a 2.,Visita
"Sudáfrica, 2010","Primera, Grupo B",22 de junio de 2010,"Moses Mabhida Stadium, Durban",Nigeria,2,Corea del Sur,2,PT 1 a 1.,Empate
"Sudáfrica, 2010","Primera, Grupo B",22 de junio de 2010,"Peter Mokaba Stadium, Polokwane",Grecia,0,Argentina,2,PT 0 a 0.,Visita
"Sudáfrica, 2010","Primera, Grupo C",23 de junio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Eslovenia,0,Inglaterra,1,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo C",23 de junio de 2010,"Loftus Verfeld Stadium, Pretoria",Estados Unidos,1,Argelia,0,PT 0 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo D",23 de junio de 2010,"Soccer City Stadium, Johannesburgo",Ghana,0,Alemania,1,PT 0 a 0.,Visita
"Sudáfrica, 2010","Primera, Grupo D",23 de junio de 2010,"Mbombela Stadium, Nelspruit",Australia,2,Serbia,1,PT 0 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo F",24 de junio de 2010,"Ellis Park, Johannesburgo",Eslovaquia,3,Italia,2,PT 1 a 0.,Local
"Sudáfrica, 2010","Primera, Grupo F",24 de junio de 2010,"Peter Mokaba Stadium, Polokwane",Paraguay,0,Nueva Zelandia,0,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo E",24 de junio de 2010,"Royal Bakofeng Stadium, Rustenburg",Dinamarca,1,Japón,3,PT 0 a 2.,Visita
"Sudáfrica, 2010","Primera, Grupo E",24 de junio de 2010,"Green Point Stadium, Ciudad del Cabo",Camerún,1,Países Bajos ,2,PT 0 a 1.,Visita
"Sudáfrica, 2010","Primera, Grupo G",25 de junio de 2010,"Moses Mabhida Stadium, Durban",Portugal,0,Brasil,0,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo G",25 de junio de 2010,"Mbombela Stadium, Nelspruit",Corea del Norte,0,Costa de Marfil,3,PT 0 a 2.,Visita
"Sudáfrica, 2010","Primera, Grupo H",25 de junio de 2010,"Free State Stadium, Bloemfontein",Suiza,0,Honduras,0,PT 0 a 0.,Empate
"Sudáfrica, 2010","Primera, Grupo H",25 de junio de 2010,"Loftus Verfeld Stadium, Pretoria",Chile,1,España,2,PT 0 a 2.,Visita
"Sudáfrica, 2010","Octavos de Final, partido 1",26 de junio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Uruguay,2,Corea del Sur,1,PT 1 a 0.,Local
"Sudáfrica, 2010","Octavos de Final, partido 2",26 de junio de 2010,"Royal Bakofeng Stadium, Rustenburg",Estados Unidos,1,Ghana,2,PT 0 a 1. ST 1 a 1. Suplementario 1 a 2.,Visita
"Sudáfrica, 2010","Octavos de Final, partido 3",27 de junio de 2010,"Free State Stadium, Bloemfontein",Alemania,4,Inglaterra,1,PT 2 a 1.,Local
"Sudáfrica, 2010","Octavos de Final, partido 4",27 de junio de 2010,"Soccer City Stadium, Johannesburgo",Argentina,3,México,1,PT 2 a 0.,Local
"Sudáfrica, 2010","Octavos de Final, partido 5",28 de junio de 2010,"Moses Mabhida Stadium, Durban",Países Bajos,2,Eslovaquia,1,PT 1 a 0.,Local
"Sudáfrica, 2010","Octavos de Final, partido 6",28 de junio de 2010,"Ellis Park, Johannesburgo",Brasil,3,Chile,0,PT 2 a 0.,Local
"Sudáfrica, 2010","Octavos de Final, partido 7",29 de junio de 2010,"Loftus Verfeld Stadium, Pretoria",Paraguay,5,Japón,3,"PT 0 a 0, ST 0 a 0, Suplementario 0 a 0. Penales (5 a 3).",Local
"Sudáfrica, 2010","Octavos de Final, partido 8",29 de junio de 2010,"Green Point Stadium, Ciudad del Cabo",España,1,Portugal,0,PT 0 a 0. ST 1 a 0.,Local
"Sudáfrica, 2010","Cuartos de Final, partido 1",2 de julio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Países Bajos,2,Brasil,1,PT 0 a 1.,Local
"Sudáfrica, 2010","Cuartos de Final, partido 2",2 de julio de 2010,"Soccer City Stadium, Johannesburgo",Uruguay,5,Ghana,3,PT 0 a 1. ST 1 a 1. Suplementario 1 a 1. Penales (4 a 2).,Local
"Sudáfrica, 2010","Cuartos de Final, partido 3",3 de julio de 2010,"Green Point Stadium, Ciudad del Cabo",Argentina,0,Alemania,4,PT 0 a 1.,Visita
"Sudáfrica, 2010","Cuartos de Final, partido 4",3 de julio de 2010,"Ellis Park, Johannesburgo",Paraguay,0,España,1,PT 0 a 0.,Visita
"Sudáfrica, 2010",Semifinal 1,6 de julio de 2010,"Green Point Stadium, Ciudad del Cabo",Uruguay,2,Países Bajos ,3,PT 1 a 1.,Visita
"Sudáfrica, 2010",Semifinal 2,7 de julio de 2010,"Moses Mabhida Stadium, Durban",Alemania,0,España,1,PT 0 a 0.,Visita
"Sudáfrica, 2010",Tercer y Cuarto Puesto,10 de julio de 2010,"Nelson Mandela Bay Stadium, Port Elizabeth",Uruguay,2,Alemania,3,PT 1 a 1.,Visita
"Sudáfrica, 2010",Final,11 de julio de 2010,"Soccer City Stadium, Johannesburgo",Países Bajos,0,España,1,PT 0 a 0. ST 0 a 0. Suplementario 0 a 1. ,Visita
"Brasil, 2014","Primera, Grupo A",12 de junio de 2014,Arena / San Pablo,Brasil,3,Croacia,1,PT 1 a 1,Local
"Brasil, 2014","Primera, Grupo A",13 de junio de 2014,Estadio das Dunas / Natal,México,1,Camerún,0,PT 0 a 0,Local
"Brasil, 2014","Primera, Grupo B",13 de junio de 2014,Arena Fonte Nova / Fortaleza,España,1,Países Bajos,5,PT 1 a 1,Visita
"Brasil, 2014","Primera, Grupo B",13 de junio de 2014,Arena Pantanal / Cuiabá,Chile,3,Australia,1,PT 2 a 1,Local
"Brasil, 2014","Primera, Grupo C",14 de junio de 2014,Mineirao / Belo Horizonte,Colombia,3,Grecia,0,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo D",14 de junio de 2014,Castelao / Fortaleza,Uruguay,1,Costa Rica,3,PT 1 a 0,Visita
"Brasil, 2014","Primera, Grupo D",14 de junio de 2014,Arena Amazônia / Manaos,Inglaterra,1,Italia,2,PT 1 a 1,Visita
"Brasil, 2014","Primera, Grupo C",14 de junio de 2014,Arena Pernambuco / Recife,Costa de Marfil,2,Japón,1,PT 0 a 1,Local
"Brasil, 2014","Primera, Grupo E",15 de junio de 2014,Nacional / Brasilia,Suiza,2,Ecuador,1,PT 0 a 1,Local
"Brasil, 2014","Primera, Grupo E",15 de junio de 2014,Beira-Rio / Porto Alegre,Francia,3,Honduras,0,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo F",15 de junio de 2014,Maracaná / Río de Janeiro,Argentina,2,Bosnia-Herzegovina,1,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo G",16 de junio de 2014,Arena Fonte Nova /Salvador,Alemania,4,Portugal,0,PT 3 a 0,Local
"Brasil, 2014","Primera, Grupo F",16 de junio de 2014,Arena da Baixada / Curitiba,Irán,0,Nigeria,0,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo G",16 de junio de 2014,Estadio das Dunas / Natal,Ghana,1,Estados Unidos,2,PT 0 a 1,Visita
"Brasil, 2014","Primera, Grupo H",17 de junio de 2014,Mineirao / Belo Horizonte,Bélgica,2,Argelia,1,PT 0 a 1,Local
"Brasil, 2014","Primera, Grupo A",17 de junio de 2014,Castelao / Fortaleza,Brasil,0,México,0,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo H",17 de junio de 2014,Arena Pantanal / Cuiabá,Rusia,1,Corea del Sur,1,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo B",18 de junio de 2014,Beira-Rio / Porto Alegre,Australia,2,Países Bajos,3,PT 1 a 1,Visita
"Brasil, 2014","Primera, Grupo B",18 de junio de 2014,Maracaná / Río de Janeiro,España,0,Chile,2,PT 0 a 2,Visita
"Brasil, 2014","Primera, Grupo A",18 de junio de 2014,Arena Amazônia / Manaos,Camerún,0,Croacia,4,PT 0 a 1,Visita
"Brasil, 2014","Primera, Grupo C",19 de junio de 2014,Nacional / Brasilia,Colombia,2,Costa de Marfil,1,PT 0 a 0,Local
"Brasil, 2014","Primera, Grupo D",19 de junio de 2014,Arena / San Pablo,Uruguay,2,Inglaterra,1,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo C",19 de junio de 2014,Estadio das Dunas / Natal,Japón,0,Grecia,0,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo D",20 de junio de 2014,Arena Pernambuco / Recife,Italia,0,Costa Rica,1,PT 0 a 1,Visita
"Brasil, 2014","Primera, Grupo E",20 de junio de 2014,Arena Fonte Nova / Salvador,Suiza,2,Francia,5,PT 0 a 3,Visita
"Brasil, 2014","Primera, Grupo E",20 de junio de 2014,Arena da Baixada / Curitiba,Honduras,1,Ecuador,2,PT 1 a 1,Visita
"Brasil, 2014","Primera, Grupo F",21 de junio de 2014,Mineirao / Belo Horizonte,Argentina,1,Irán,0,PT 0 a 0,Local
"Brasil, 2014","Primera, Grupo G",21 de junio de 2014,Arena Fonte Nova / Fortaleza,Alemania,2,Ghana,2,PT 0 a 0,Empate
"Brasil, 2014","Primera, Grupo F",21 de junio de 2014,Arena Pantanal / Cuiabá,Nigeria,1,Bosnia-Herzegovina,0,PT 1 a 0,Local
"Brasil, 2014","Primera, Grupo H",22 de junio de 2014,Maracaná / Río de Janeiro,Bélgica,1,Rusia,0,PT 0 a 0,Local
"Brasil, 2014","Primera, Grupo H",22 de junio de 2014,Beira-Rio / Porto Alegre,Corea del Sur,2,Argelia,4,PT 0 a 3,Visita
"Brasil, 2014","Primera, Grupo G",22 de junio de 2014,Arena Amazônia / Manaos,Estados Unidos,2,Portugal,2,PT 0 a 1,Empate
"Brasil, 2014","Primera, Grupo B",23 de junio de 2014,Arena da Baixada / Curitiba,Australia,0,España,3,PT 0 a 1,Visita
"Brasil, 2014","Primera, Grupo B",23 de junio de 2014,Arena / San Pablo,Países Bajos,2,Chile,0,PT 0 a 0,Local
"Brasil, 2014","Primera, Grupo A",23 de junio de 2014,Nacional / Brasilia,Camerún,1,Brasil,4,PT 1 a 2,Visita
"Brasil, 2014","Primera, Grupo A",23 de junio de 2014,Arena Pernambuco / Recife,Croacia,1,México,3,PT 0 a 0,Visita
